Wall time,Step,Value
1520824495.4019694,1,2.6666319370269775
1520824514.792997,101,1.7542593479156494
1520824530.4079483,201,1.649601697921753
1520824546.0419502,301,1.5062222480773926
1520824561.8289058,401,1.5296478271484375
1520824577.3569572,501,1.496193289756775
1520824592.997571,601,1.4646341800689697
1520824608.5994723,701,1.2969915866851807
1520824624.3477736,801,1.301539421081543
1520824639.927894,901,1.3955117464065552
1520824655.4971497,1001,1.1710374355316162
1520824671.0764594,1101,1.2320672273635864
1520824686.8149343,1201,1.2106696367263794
1520824702.4581153,1301,1.2948211431503296
1520824718.0353289,1401,1.2338039875030518
1520824733.6416388,1501,1.273467779159546
1520824749.3634686,1601,1.1110419034957886
1520824765.0219598,1701,1.2037463188171387
1520824780.6637418,1801,1.1769598722457886
1520824796.2549777,1901,0.9847408533096313
1520824812.179545,2001,1.0453753471374512
1520824827.8188126,2101,1.1268147230148315
1520824843.4330156,2201,1.1917403936386108
1520824859.0726867,2301,1.1430103778839111
1520824874.826069,2401,0.9630529880523682
1520824890.483566,2501,1.0081390142440796
1520824906.0450795,2601,1.155315637588501
1520824921.6312459,2701,0.941917896270752
1520824937.333221,2801,0.8595054745674133
1520824952.985795,2901,0.9363559484481812
1520824968.5789936,3001,0.8498605489730835
1520824984.0885303,3101,1.0372378826141357
1520824999.8463752,3201,1.0870158672332764
1520825015.4402552,3301,0.9469835162162781
1520825031.0860672,3401,0.9191076755523682
1520825046.7718787,3501,0.9401567578315735
1520825062.5131402,3601,0.8214676380157471
1520825078.104833,3701,0.8324427604675293
1520825093.6683218,3801,0.9241881370544434
1520825109.2560048,3901,0.95330810546875
1520825150.5380006,3908,0.8145412802696228
1520825170.017561,4008,0.8515118956565857
1520825185.6733584,4108,0.8427911996841431
1520825201.2935715,4208,0.9210315346717834
1520825216.948605,4308,0.8382757902145386
1520825232.5340195,4408,0.9603670835494995
1520825248.1773002,4508,0.9465603232383728
1520825263.8481362,4608,0.6802022457122803
1520825279.6315706,4708,0.8932754993438721
1520825295.3094542,4808,0.744292676448822
1520825310.9216597,4908,0.7053055167198181
1520825326.6550844,5008,0.7660475373268127
1520825342.577965,5108,0.84046471118927
1520825358.3123996,5208,0.8453524112701416
1520825373.945571,5308,0.7802349925041199
1520825389.6337752,5408,0.9009459018707275
1520825405.4240117,5508,0.9321951866149902
1520825421.0938032,5608,0.7687603831291199
1520825436.7020342,5708,0.6682569980621338
1520825452.3539925,5808,0.7629430890083313
1520825468.1643972,5908,0.6890037059783936
1520825483.8203697,6008,0.7616088390350342
1520825499.5036185,6108,0.9556492567062378
1520825515.1247027,6208,0.7753264307975769
1520825530.9739454,6308,0.8259384632110596
1520825546.5974712,6408,0.7181714177131653
1520825562.2083812,6508,0.8196642994880676
1520825577.9047046,6608,0.7585042715072632
1520825593.7203305,6708,0.6858791708946228
1520825609.63045,6808,0.820260226726532
1520825625.293435,6908,0.7561380863189697
1520825640.9198143,7008,0.8788600564002991
1520825656.6360545,7108,0.7523579001426697
1520825672.3052187,7208,0.7338005304336548
1520825687.9577146,7308,0.8095411062240601
1520825703.6598287,7408,0.7316275835037231
1520825719.4122348,7508,0.7921613454818726
1520825735.1133192,7608,0.7671295404434204
1520825750.8056822,7708,0.6743233799934387
1520825766.4394813,7808,0.6647039651870728
1520825807.7872624,7815,0.7815454602241516
1520825827.0579808,7915,0.6868906021118164
1520825842.6441746,8015,0.8235348463058472
1520825858.5343733,8115,0.6689992547035217
1520825874.4212606,8215,0.7366810441017151
1520825890.1037457,8315,0.7088624835014343
1520825905.693521,8415,0.6407403349876404
1520825921.343814,8515,0.6421111822128296
1520825937.1172073,8615,0.6888691186904907
1520825952.8718057,8715,0.6592246890068054
1520825968.6032927,8815,0.6887447834014893
1520825984.3211465,8915,0.7266110777854919
1520826000.2175808,9015,0.5745667219161987
1520826016.0436244,9115,0.8195658922195435
1520826031.685848,9215,0.7462075352668762
1520826047.4161234,9315,0.8208940029144287
1520826063.2080517,9415,0.7093482613563538
1520826078.8812113,9515,0.600060224533081
1520826094.5577426,9615,0.6711939573287964
1520826110.30719,9715,0.6863608360290527
1520826126.0722885,9815,0.734839677810669
1520826141.773215,9915,0.5979318618774414
1520826157.4308884,10015,0.6594233512878418
1520826173.0887809,10115,0.7095872759819031
1520826188.9158332,10215,0.6716243624687195
1520826204.565956,10315,0.7033975124359131
1520826220.2834542,10415,0.9623908996582031
1520826236.0507116,10515,0.7434531450271606
1520826251.9212425,10615,0.5474991798400879
1520826267.594458,10715,0.6043405532836914
1520826283.2554386,10815,0.69563889503479
1520826298.9968116,10915,0.677847146987915
1520826314.8446343,11015,0.5981186628341675
1520826330.547182,11115,0.5985720753669739
1520826346.1975768,11215,0.667229175567627
1520826361.9018464,11315,0.6118268966674805
1520826377.7755752,11415,0.8049865365028381
1520826393.4035993,11515,0.639596164226532
1520826409.0374172,11615,0.725940465927124
1520826424.720237,11715,0.7237366437911987
1520826467.5183032,11722,0.5768522024154663
1520826486.86186,11822,0.5971828699111938
1520826502.6098986,11922,0.5759320259094238
1520826518.2350643,12022,0.5693932175636292
1520826534.0167046,12122,0.5130252242088318
1520826549.7391887,12222,0.7001099586486816
1520826565.4202344,12322,0.5752092003822327
1520826581.0975916,12422,0.5327389240264893
