Wall time,Step,Value
1521229213.7479491,1,2.59946346282959
1521229225.9508443,101,2.1812283992767334
1521229237.443138,201,1.927977204322815
1521229248.919779,301,1.718714952468872
1521229260.590862,401,1.7779364585876465
1521229272.0676079,501,1.5766853094100952
1521229283.5253696,601,1.555302619934082
1521229294.9948268,701,1.6358580589294434
1521229306.6740272,801,1.4268356561660767
1521229318.1469846,901,1.3825350999832153
1521229329.6211917,1001,1.449593424797058
1521229341.0953565,1101,1.2487670183181763
1521229352.7760184,1201,1.1981042623519897
1521229364.2794898,1301,1.311563491821289
1521229375.7603273,1401,1.1447906494140625
1521229387.2261522,1501,1.2704370021820068
1521229398.9174643,1601,1.1994757652282715
1521229410.4164824,1701,1.1843045949935913
1521229421.8794005,1801,1.1839159727096558
1521229433.3325727,1901,1.2549347877502441
1521229445.0264478,2001,1.3116345405578613
1521229456.5056138,2101,1.1130633354187012
1521229467.9800875,2201,1.0363472700119019
1521229479.4650164,2301,1.0498032569885254
1521229491.151611,2401,0.9662466049194336
1521229502.619267,2501,1.0001165866851807
1521229514.1052454,2601,1.040616512298584
1521229525.5359933,2701,1.0762418508529663
1521229537.195584,2801,1.016350507736206
1521229548.7011218,2901,1.1668449640274048
1521229560.2100766,3001,0.9764489531517029
1521229571.6906145,3101,1.0047945976257324
1521229583.3885844,3201,1.1380866765975952
1521229594.8806233,3301,0.862471342086792
1521229606.353152,3401,0.9966933727264404
1521229617.8327448,3501,1.0921016931533813
1521229629.55164,3601,0.9702816009521484
1521229641.0319152,3701,1.0845551490783691
1521229652.5122569,3801,1.0275219678878784
1521229663.9889438,3901,1.0477101802825928
1521229680.2881715,3908,0.9089118242263794
1521229692.42641,4008,0.8169990181922913
1521229703.88167,4108,1.0165092945098877
1521229715.3220992,4208,0.8182214498519897
1521229727.0232968,4308,0.7979453802108765
1521229738.4769042,4408,0.8643994331359863
1521229749.9258358,4508,0.8847421407699585
1521229761.363232,4608,0.8323607444763184
1521229773.051723,4708,0.8077765703201294
1521229784.5181992,4808,0.8253777027130127
1521229795.9803524,4908,0.7362403273582458
1521229807.4575999,5008,0.8000675439834595
1521229819.1396847,5108,0.878361701965332
1521229830.762134,5208,0.7822495698928833
1521229842.2336175,5308,0.7405478954315186
1521229853.7055244,5408,0.8309791088104248
1521229865.3303154,5508,0.8096527457237244
1521229876.796661,5608,0.8330919146537781
1521229888.25375,5708,0.680480420589447
1521229899.693459,5808,0.874356746673584
1521229911.3450246,5908,0.7259089946746826
1521229922.8180685,6008,0.912092924118042
1521229934.2739024,6108,0.8305268883705139
1521229945.7319384,6208,0.8399024605751038
1521229957.6568146,6308,0.8576990962028503
1521229969.1139302,6408,0.7429949641227722
1521229980.5768712,6508,0.8514406681060791
1521229992.0226939,6608,0.6981544494628906
1521230003.6529646,6708,0.8588951230049133
1521230015.1129777,6808,0.7581961750984192
1521230026.5923183,6908,0.632632315158844
1521230038.0490265,7008,0.7561014890670776
1521230049.708811,7108,0.7100217342376709
1521230061.1737695,7208,0.7883945107460022
1521230072.631635,7308,0.6843910217285156
1521230084.1232183,7408,0.7990312576293945
1521230095.800606,7508,0.8147228956222534
1521230107.2655911,7608,0.6412301659584045
1521230118.7145815,7708,0.7639878988265991
1521230130.171937,7808,0.8214092254638672
1521230145.6277816,7815,0.676011860370636
1521230157.8725379,7915,0.7797062397003174
1521230169.3704863,8015,0.7381482720375061
1521230180.8680115,8115,0.7266000509262085
1521230192.5792298,8215,0.5161969661712646
1521230204.0692618,8315,0.736442506313324
1521230215.5978117,8415,0.6649863123893738
1521230227.0870595,8515,0.988266110420227
1521230238.7707906,8615,0.7275472283363342
1521230250.24225,8715,0.6768265962600708
1521230261.7167597,8815,0.7071887254714966
1521230273.2024758,8915,0.6796888113021851
1521230284.8856182,9015,0.6693059206008911
1521230296.3819664,9115,0.6783520579338074
1521230307.8726525,9215,0.7557443976402283
1521230319.373267,9315,0.5260893702507019
1521230331.073615,9415,0.7706308960914612
1521230342.5737998,9515,0.5990694761276245
1521230354.0438619,9615,0.6928921341896057
1521230365.5416389,9715,0.8065995573997498
1521230377.2026424,9815,0.5585562586784363
1521230388.6974418,9915,0.7141017913818359
1521230400.1897457,10015,0.6781575679779053
1521230411.8360574,10115,0.6617690920829773
1521230423.5413418,10215,0.703450083732605
1521230435.009489,10315,0.6483105421066284
