Wall time,Step,Value
1520506402.0389643,3907,1.5985298156738281
1520506851.597398,7814,1.3498073816299438
1520507298.6940117,11721,1.005778193473816
1520507750.207859,15628,0.945446252822876
1520508212.1252787,19535,0.8803560137748718
1520508674.3989782,23442,0.9830962419509888
1520509124.2628922,27349,1.0029798746109009
1520509572.4732058,31256,1.1948684453964233
1520510020.8909185,35163,0.9689436554908752
1520510469.61432,39070,0.8523252606391907
1520510917.8292909,42977,0.9554759860038757
1520511366.2761855,46884,0.8730120062828064
1520511821.6045022,50791,0.8485462665557861
1520512289.431039,54698,0.9584407806396484
1520512747.9690094,58605,0.942387044429779
1520513197.3863678,62512,1.0545134544372559
1520513648.058238,66419,0.9623631238937378
1520514096.5105145,70326,1.5432215929031372
1520514545.4744833,74233,1.162073016166687
1520514994.6287138,78140,0.9790608882904053
1520515444.623299,82047,0.9133976697921753
1520515894.0384033,85954,0.9866949915885925
1520516346.9039638,89861,2.2293624877929688
1520516797.266565,93768,1.0134167671203613
1520517248.3731132,97675,1.1851568222045898
