Wall time,Step,Value
1520609533.8299246,3907,0.6238999962806702
1520609993.4561276,7814,0.6685000061988831
1520610452.8990612,11721,0.7146000266075134
1520610912.9937038,15628,0.7843999862670898
1520611371.7776747,19535,0.7373999953269958
1520611830.422896,23442,0.767300009727478
1520612288.741534,27349,0.8120999932289124
1520612749.9622452,31256,0.7907999753952026
1520613209.8622391,35163,0.8001999855041504
1520613669.2508166,39070,0.805899977684021
1520614129.3448591,42977,0.8159000277519226
1520614589.5151246,46884,0.8047999739646912
1520615050.4000745,50791,0.8252999782562256
1520615511.6765301,54698,0.8062000274658203
1520615973.0278163,58605,0.8212000131607056
1520616431.9387603,62512,0.8126000165939331
1520616892.531908,66419,0.8245999813079834
1520617352.9812503,70326,0.8112000226974487
1520617813.8762894,74233,0.8215000033378601
1520618274.101204,78140,0.8330000042915344
1520618733.8436258,82047,0.8066999912261963
1520619195.985208,85954,0.8228999972343445
1520619656.099358,89861,0.8248999714851379
1520620113.54127,93768,0.8258000016212463
1520620573.304167,97675,0.8113999962806702
