Wall time,Step,Value
1520562905.0418427,1,2.6089794635772705
1520562916.8775244,101,2.5644524097442627
1520562928.050556,201,2.6476516723632812
1520562939.2338011,301,2.6929304599761963
1520562950.626802,401,2.5807290077209473
1520562961.809972,501,2.5679216384887695
1520562972.9940014,601,2.5856847763061523
1520562984.1616366,701,2.5974783897399902
1520562995.4717975,801,2.527174711227417
1520563006.6413453,901,2.5428578853607178
1520563017.8637211,1001,2.617069959640503
1520563029.0524094,1101,2.5489556789398193
1520563040.475358,1201,2.4964616298675537
1520563051.6539245,1301,2.5539252758026123
1520563062.8398414,1401,2.5398666858673096
1520563074.008874,1501,2.574216842651367
1520563085.3921466,1601,2.4989476203918457
1520563096.5926173,1701,2.515737771987915
1520563107.768598,1801,2.525141477584839
1520563118.9612024,1901,2.5111732482910156
1520563130.275089,2001,2.5175883769989014
1520563141.4544866,2101,2.5090560913085938
1520563152.6344175,2201,2.540592908859253
1520563163.7905598,2301,2.50750994682312
1520563175.1399856,2401,2.5082337856292725
1520563186.3117783,2501,2.519169807434082
1520563197.4947834,2601,2.472661018371582
1520563208.6847525,2701,2.460188627243042
1520563220.0453603,2801,2.5240237712860107
1520563231.2276163,2901,2.455620050430298
1520563242.3780627,3001,2.4546632766723633
1520563253.561427,3101,2.489171266555786
1520563264.9407985,3201,2.4025068283081055
1520563276.1384318,3301,2.433619737625122
1520563287.3256345,3401,2.4572534561157227
1520563298.479296,3501,2.4776370525360107
1520563309.8182244,3601,2.5257670879364014
1520563321.0038624,3701,2.4634015560150146
1520563332.191897,3801,2.470987319946289
1520563343.3848484,3901,2.45947003364563
1520563363.2061703,3908,2.4515438079833984
1520563375.0709057,4008,2.448631525039673
1520563386.2637756,4108,2.4776875972747803
1520563397.4546525,4208,2.4222538471221924
1520563408.7877698,4308,2.436103582382202
1520563419.9708462,4408,2.4224729537963867
1520563431.1663268,4508,2.5044808387756348
1520563442.354454,4608,2.4461724758148193
1520563453.769695,4708,2.4387454986572266
1520563464.9465795,4808,2.4191017150878906
1520563476.140755,4908,2.4375057220458984
1520563487.348264,5008,2.5244834423065186
1520563498.6825702,5108,2.43904447555542
1520563509.8852427,5208,2.3898444175720215
1520563521.0867808,5308,2.4283668994903564
1520563532.2575173,5408,2.441178798675537
1520563543.6394095,5508,2.4202024936676025
1520563554.8227706,5608,2.3684918880462646
1520563565.9771652,5708,2.3512895107269287
1520563577.1766734,5808,2.4091665744781494
1520563588.593262,5908,2.3943958282470703
1520563599.782549,6008,2.4494006633758545
1520563610.9670649,6108,2.3575751781463623
1520563622.1812868,6208,2.3591110706329346
1520563633.5658767,6308,2.404416561126709
1520563644.739811,6408,2.3928987979888916
1520563655.9353838,6508,2.4052445888519287
1520563667.1206045,6608,2.35516357421875
1520563678.4224677,6708,2.3518729209899902
1520563689.6127038,6808,2.3839192390441895
1520563700.8026197,6908,2.374354124069214
1520563712.0098379,7008,2.3558101654052734
1520563723.317858,7108,2.4422481060028076
1520563734.4910946,7208,2.3720297813415527
1520563745.6758976,7308,2.4451065063476562
1520563756.8556736,7408,2.374150037765503
1520563768.130278,7508,2.372750759124756
1520563779.3214624,7608,2.2968215942382812
1520563790.4932146,7708,2.394655704498291
1520563801.6732821,7808,2.3152778148651123
1520563821.5070505,7815,2.3058300018310547
1520563833.395708,7915,2.307969093322754
1520563844.610641,8015,2.3707146644592285
1520563855.831974,8115,2.2948520183563232
1520563867.1926248,8215,2.37990403175354
1520563878.4348817,8315,2.317187547683716
1520563889.6417377,8415,2.3758816719055176
1520563900.8518972,8515,2.3503646850585938
1520563912.165767,8615,2.3521037101745605
1520563923.3634136,8715,2.348383903503418
1520563934.5658486,8815,2.3781163692474365
1520563945.752784,8915,2.256838321685791
1520563957.161886,9015,2.3328697681427
