Wall time,Step,Value
1521229671.249001,3907,0.6062999963760376
1521230136.0019224,7814,0.7494999766349792
1521230603.311577,11721,0.7512999773025513
1521231067.8400717,15628,0.786899983882904
1521231532.7269275,19535,0.79830002784729
1521231996.1117432,23442,0.79830002784729
1521232461.189681,27349,0.7706000208854675
1521232926.6586149,31256,0.8026999831199646
1521233391.5177283,35163,0.8264999985694885
1521233856.7891579,39070,0.8410999774932861
1521234321.5210257,42977,0.8529999852180481
1521234787.597678,46884,0.8532000184059143
1521235253.515192,50791,0.847100019454956
1521235720.0762386,54698,0.8490999937057495
1521236185.4615977,58605,0.8517000079154968
1521236651.2830925,62512,0.8529999852180481
1521237118.634563,66419,0.8525999784469604
1521237584.6748786,70326,0.8521999716758728
1521238049.8851402,74233,0.8532000184059143
1521238517.2700624,78140,0.8531000018119812
1521238982.3142653,82047,0.8528000116348267
1521239448.1760466,85954,0.8531000018119812
1521239913.2418683,89861,0.8532999753952026
1521240380.8373792,93768,0.8535000085830688
1521240848.441177,97675,0.8532000184059143
