Wall time,Step,Value
1521306791.076899,3907,0.6270999908447266
1521307418.366563,7814,0.7314000129699707
1521308046.3937385,11721,0.7366999983787537
1521308674.855247,15628,0.777400016784668
1521309304.3788347,19535,0.7495999932289124
1521309931.3661478,23442,0.7979000210762024
1521310560.2250633,27349,0.8050000071525574
1521311188.1684666,31256,0.8245000243186951
1521311817.833457,35163,0.8241999745368958
1521312447.1675627,39070,0.798799991607666
1521313076.163873,42977,0.8359000086784363
1521313704.7389307,46884,0.8361999988555908
1521314332.9538803,50791,0.8377000093460083
1521314961.9455523,54698,0.8338000178337097
1521315591.7570348,58605,0.8356999754905701
1521316219.6163836,62512,0.8379999995231628
1521316849.2789803,66419,0.8377000093460083
1521317478.2596402,70326,0.838100016117096
1521318107.0845718,74233,0.8389000296592712
1521318739.858895,78140,0.8395000100135803
1521319368.7231126,82047,0.8395000100135803
1521319997.1962025,85954,0.8392000198364258
1521320628.7362733,89861,0.8393999934196472
1521321258.7967496,93768,0.8395000100135803
1521321890.849218,97675,0.8395000100135803
